account_id,account_name,customer_key,industry,vertical,billing_street,billing_city,billing_state,billing_postal_code,account_type,annual_revenue,employees,created_date
ACC010908,Detlef Davids,10908,Privatkunde,Energy,RosenRing 95,Sonthofen,South,87527,Partner,20613,1,2021-02-13
ACC010909,Hörle Hornig AG,10909,Kleingewerbe,Energy,SchulStraße 76,Bassum,North,27211,Interessent,1470682,50,2023-08-30
ACC010910,Gerdi Scheibe,10910,Privatkunde,Energy,SonnenStraße 94,Berlin,East,10785,Kunde,292623,1,2022-08-18
ACC010911,Dipl.-Ing. Ernestine Heidrich,10911,Gewerbekunde,Energy,GoetheGasse 139,Delmenhorst,North,27749,Interessent,4010311,50,2022-08-08
ACC010912,Dr. Meik Spieß B.Eng.,10912,Privatkunde,Energy,MozartStraße 135,Hamburg,North,20535,Kunde,412805,1,2020-12-11
ACC010913,Rosenow,10913,Kleingewerbe,Energy,TalStraße 93,Gersthofen,South,86368,Interessent,4939268,50,2021-12-08
ACC010914,Univ.Prof. Ursel Karz,10914,Privatkunde,Energy,ParkWeg 111,Frankfurt am Main,West,60486,Kunde,330537,1,2021-05-25
ACC010915,Verena Fritsch,10915,Privatkunde,Energy,GoethePlatz 75,Gersthofen,South,86368,Kunde,435983,1,2023-01-24
ACC010916,Prof. Bert Nerger B.Sc.,10916,Privatkunde,Energy,BahnhofStraße 87,Oldenburg,North,26122,Interessent,11582,1,2021-11-29
ACC010917,Wagenknecht GbR,10917,Gewerbekunde,Energy,BlumenWeg 129,Dortmund,West,44263,Partner,1497491,5,2022-06-24
ACC010918,Elena Ackermann,10918,Kleingewerbe,Energy,BeethovenRing 140,Hamburg,North,22041,Partner,4634022,50,2021-10-25
ACC010919,Jockel KG,10919,Gewerbekunde,Energy,WiesenAllee 122,Gersthofen,South,86368,Interessent,4452292,5,2023-02-28
ACC010920,Dipl.-Ing. Luis Lachmann,10920,Privatkunde,Energy,MozartAllee 83,München,South,81669,Kunde,445720,1,2021-06-23
ACC010921,Dietlind Ullrich,10921,Privatkunde,Energy,EichenWeg 128,Troisdorf,West,53840,Kunde,132389,1,2021-03-27
ACC010922,Milka Dowerg-Weimer,10922,Privatkunde,Energy,BergWeg 54,Bad Vilbel,West,61118,Kunde,197293,1,2021-07-08
ACC010923,Univ.Prof. Sara Mielcarek B.A.,10923,Privatkunde,Energy,TalAllee 99,Düsseldorf,West,40477,Kunde,132218,1,2023-01-02
ACC010924,Henry Hande,10924,Privatkunde,Energy,SeeGasse 35,Jena,East,07743,Partner,301180,1,2020-10-04
ACC010925,Olivia Lorch,10925,Privatkunde,Energy,RathausRing 9,Leipzig,East,04317,Interessent,150699,1,2023-03-05
ACC010926,Franz-Xaver Pechel-Oestrovsky,10926,Privatkunde,Energy,KirchGasse 19,Bonn,West,53225,Kunde,281344,1,2023-01-20
ACC010927,Vito Gunpf-Weitzel,10927,Privatkunde,Energy,RathausPlatz 109,München,South,81927,Partner,193429,1,2020-01-01
ACC010928,Siegrid Rädel,10928,Privatkunde,Energy,HauptPlatz 38,Wilhelmshaven,North,26382,Kunde,354693,1,2023-08-29
ACC010929,Simone Jüttner-Spieß,10929,Privatkunde,Energy,SchulGasse 47,Potsdam,East,14467,Partner,234753,1,2023-07-12
ACC010930,Prof. Cosimo Nerger MBA.,10930,Privatkunde,Energy,ParkPlatz 150,Dresden,East,01309,Kunde,440070,1,2021-02-26
ACC010931,Mariana Davids B.Eng.,10931,Privatkunde,Energy,RosenRing 64,Duisburg,West,47051,Interessent,46560,1,2023-01-10
ACC010932,Vincenzo Hendriks,10932,Privatkunde,Energy,LindenRing 145,Potsdam,East,14467,Interessent,79316,1,2020-10-28
ACC010933,Sager Gute e.V.,10933,Gewerbekunde,Energy,RosenAllee 127,Hamburg,North,21109,Interessent,4422645,5,2022-12-21
ACC010934,Timo Wilmsen,10934,Privatkunde,Energy,SchulPlatz 20,Freising,South,85354,Partner,24411,1,2020-04-10
ACC010935,Prof. Hedda Margraf B.Sc.,10935,Privatkunde,Energy,SternRing 101,Gelsenkirchen,West,45879,Interessent,132120,1,2020-07-18
ACC010936,Albers Kobelt GmbH,10936,Kleingewerbe,Energy,BrunnenAllee 22,Rosenheim,South,83022,Kunde,2666394,10,2023-01-09
ACC010937,Ignaz Hein,10937,Privatkunde,Energy,MarktAllee 8,Bremerhaven,North,27568,Interessent,437534,1,2023-05-27
ACC010938,Irmgard Schmidt,10938,Gewerbekunde,Energy,SeeWeg 45,Erlangen,South,91052,Interessent,4003860,50,2022-07-31
ACC010939,Brian Ullmann-Eberhardt,10939,Privatkunde,Energy,LindenGasse 16,Pullach,South,82049,Kunde,362584,1,2023-09-19
ACC010940,Brigitta Kambs-Barth,10940,Privatkunde,Energy,BirkenAllee 57,Bayreuth,South,95444,Partner,116883,1,2021-04-17
ACC010941,Mathilde Schacht-Römer,10941,Privatkunde,Energy,GoethePlatz 66,Grünwald,South,82031,Interessent,46109,1,2022-11-05
ACC010942,Volker Koch II B.Eng.,10942,Privatkunde,Energy,KirchGasse 42,Dortmund,West,44135,Partner,349706,1,2022-12-22
ACC010943,Jacobi Jäckel Kusch AG & Co. OHG,10943,Gewerbekunde,Energy,WaldStraße 91,Garching,South,85748,Partner,4156284,25,2021-04-10
ACC010944,Reising,10944,Kleingewerbe,Energy,RathausRing 136,Erlangen,South,91054,Interessent,437208,10,2022-06-28
ACC010945,Agnieszka Dobes B.Eng.,10945,Kleingewerbe,Energy,TalPlatz 34,Köln,West,51065,Kunde,3903466,100,2021-03-02
ACC010946,Grazyna Neuschäfer,10946,Privatkunde,Energy,EichenPlatz 67,Offenburg,South,77652,Kunde,15125,1,2021-02-15
ACC010947,Sigmund Heinrich,10947,Privatkunde,Energy,BergWeg 114,Stegen,South,79252,Kunde,138070,1,2021-02-27
ACC010948,Ing. Maxim Eigenwillig MBA.,10948,Privatkunde,Energy,BeethovenPlatz 63,Wasserburg am Inn,South,83512,Interessent,173291,1,2023-08-01
ACC010949,Othmar Riehl,10949,Privatkunde,Energy,SchulWeg 96,Garching,South,85748,Interessent,228247,1,2021-03-13
ACC010950,Heidemarie Weitzel-Sauer,10950,Privatkunde,Energy,BlumenAllee 138,Hannover,North,30159,Partner,392440,1,2021-01-01
ACC010951,Hans-Albert Jungfer-Eberth,10951,Privatkunde,Energy,RathausRing 39,Achim,North,28832,Interessent,55945,1,2022-08-13
ACC010952,Grzegorz Barth,10952,Privatkunde,Energy,GoetheWeg 119,Bremerhaven,North,27568,Kunde,46893,1,2022-12-26
ACC010953,Dipl.-Ing. Andrew Albers,10953,Kleingewerbe,Energy,BrunnenWeg 124,Köln,West,50823,Interessent,1093443,5,2023-11-24
ACC010954,Staude AG,10954,Kleingewerbe,Energy,BergPlatz 41,Gelsenkirchen,West,45879,Kunde,4421259,25,2022-09-13
ACC010955,Meinolf Wohlgemut,10955,Privatkunde,Energy,BirkenStraße 98,Esslingen,South,73728,Kunde,261893,1,2020-07-12
ACC010956,Attila Junken,10956,Privatkunde,Energy,BrunnenGasse 147,Nürnberg,South,90402,Interessent,272059,1,2022-11-25
ACC010957,Frau Herma Boucsein,10957,Privatkunde,Energy,SchulStraße 96,Berlin,East,10623,Partner,371855,1,2022-05-21
ACC010958,Corinne Rose B.Eng.,10958,Privatkunde,Energy,SchulAllee 49,Berlin,East,14052,Kunde,284056,1,2021-09-27
ACC010959,Wiltrud Wohlgemut,10959,Privatkunde,Energy,LindenWeg 138,Berlin,East,10115,Interessent,338672,1,2023-06-21
ACC010960,Christof Christoph,10960,Privatkunde,Energy,MondRing 61,Berlin,East,12043,Kunde,339002,1,2022-04-03
ACC010961,Herr Andre Stey B.A.,10961,Privatkunde,Energy,GoetheStraße 141,Gräfelfing,South,82166,Interessent,247245,1,2020-07-27
ACC010962,Josip Jähn MBA.,10962,Privatkunde,Energy,LindenWeg 66,Gräfelfing,South,82166,Partner,29993,1,2021-09-19
ACC010963,Ralf-Peter Stolze,10963,Privatkunde,Energy,SonnenRing 64,Duisburg,West,47051,Interessent,230212,1,2023-12-01
ACC010964,Trub,10964,Kleingewerbe,Energy,RosenAllee 71,Esslingen,South,73728,Partner,4080729,50,2023-03-07
ACC010965,Iwona Eckbauer-Gunpf,10965,Privatkunde,Energy,WaldStraße 54,Gelsenkirchen,West,45879,Partner,43437,1,2021-02-15
ACC010966,Arndt Bolander B.Eng.,10966,Kleingewerbe,Energy,SternGasse 26,Düsseldorf,West,40589,Kunde,535726,10,2022-04-08
ACC010967,Katarina Ebert,10967,Privatkunde,Energy,MondAllee 116,Potsdam,East,14467,Interessent,399759,1,2023-02-06
ACC010968,Univ.Prof. Sybilla Mosemann B.A.,10968,Privatkunde,Energy,EichenAllee 97,Ansbach,South,91522,Kunde,150252,1,2022-02-13
ACC010969,Ing. Xenia Junck,10969,Privatkunde,Energy,WiesenWeg 131,Rüsselsheim,West,65428,Partner,356604,1,2021-10-04
ACC010970,Frau Lissi Etzler,10970,Privatkunde,Energy,MondGasse 149,Pullach,South,82049,Interessent,291567,1,2021-06-21
ACC010971,Armin Wulf-Reichmann,10971,Privatkunde,Energy,BergAllee 47,Bassum,North,27211,Interessent,7631,1,2021-01-03
ACC010972,Theobald Etzold-Bärer,10972,Privatkunde,Energy,BrunnenPlatz 10,Wuppertal,West,42103,Partner,210554,1,2022-03-22
ACC010973,Dr. Nevenka Butte,10973,Privatkunde,Energy,BahnhofGasse 67,Berlin,East,10623,Partner,332076,1,2022-04-14
ACC010974,Rotraud Hövel-Eberhardt,10974,Privatkunde,Energy,BlumenStraße 23,Hamburg,North,20535,Kunde,399441,1,2022-04-18
ACC010975,Dipl.-Ing. Annamaria Schwital B.A.,10975,Kleingewerbe,Energy,BirkenGasse 24,Hamburg,North,21073,Kunde,2931368,10,2020-01-23
ACC010976,Czeslaw Grein Groth,10976,Privatkunde,Energy,RathausGasse 115,Leipzig,East,04317,Partner,432557,1,2020-05-01
ACC010977,Ing. Ortrud Drub,10977,Privatkunde,Energy,BrunnenGasse 148,Freising,South,85354,Partner,62794,1,2022-04-15
ACC010978,Schuchhardt,10978,Gewerbekunde,Energy,BlumenGasse 82,Hamburg,North,22297,Kunde,673883,10,2023-04-14
ACC010979,Prof. Edith Löffler,10979,Privatkunde,Energy,WaldStraße 46,Berlin,East,10243,Partner,106012,1,2023-01-30
ACC010980,Giorgio Schottin B.Sc.,10980,Privatkunde,Energy,SonnenWeg 26,Lörrach,South,79539,Kunde,403865,1,2023-07-02
ACC010981,Dipl.-Ing. Ilka Höfig,10981,Privatkunde,Energy,RathausStraße 40,Potsdam,East,14467,Kunde,297214,1,2021-06-05
ACC010982,Sergio Henk,10982,Privatkunde,Energy,BergGasse 77,Lauf an der Pegnitz,South,91207,Interessent,253403,1,2022-07-27
ACC010983,Enno Zimmer-Sager,10983,Privatkunde,Energy,HeideWeg 4,Jena,East,07743,Kunde,390485,1,2021-05-17
ACC010984,Olaf Ruppersberger,10984,Privatkunde,Energy,MozartPlatz 49,Görlitz,East,02826,Partner,320660,1,2020-03-31
ACC010985,Univ.Prof. Dietrich Karz B.A.,10985,Privatkunde,Energy,RosenAllee 108,Düsseldorf,West,40477,Kunde,426807,1,2020-05-17
ACC010986,Thorben Schweitzer-Kusch,10986,Privatkunde,Energy,BlumenStraße 93,Freising,South,85354,Kunde,374508,1,2020-01-14
ACC010987,Tilly Dobes B.A.,10987,Privatkunde,Energy,SchillerAllee 67,Stuttgart,South,70173,Partner,16285,1,2020-08-06
ACC010988,Swetlana Schleich-Hendriks,10988,Privatkunde,Energy,MondWeg 25,Berlin,East,13353,Interessent,369661,1,2022-09-28
ACC010989,Lidia Heß B.Eng.,10989,Privatkunde,Energy,RathausWeg 39,Bergisch Gladbach,West,51465,Kunde,140700,1,2023-09-09
ACC010990,Dr. Gert Gorlitz,10990,Privatkunde,Energy,HeidePlatz 124,Dortmund,West,44135,Kunde,360778,1,2020-04-23
ACC010991,Ing. Ella Jacobi Jäckel,10991,Privatkunde,Energy,SchulWeg 36,Altötting,South,84503,Interessent,453926,1,2022-01-15
ACC010992,Olav Hering,10992,Privatkunde,Energy,BlumenGasse 99,Köln,West,51065,Partner,176074,1,2020-03-23
ACC010993,Univ.Prof. Monique Ring,10993,Privatkunde,Energy,SchillerGasse 133,Bonn,West,53111,Kunde,406892,1,2023-07-01
ACC010994,Prof. Beatrice Drub,10994,Privatkunde,Energy,SonnenPlatz 99,Merseburg,East,06217,Partner,88883,1,2022-06-14
ACC010995,Gernot Zimmer,10995,Privatkunde,Energy,HauptPlatz 23,Essen,West,45127,Partner,365497,1,2021-03-21
ACC010996,Dr. Anatolij Lorch B.Eng.,10996,Privatkunde,Energy,ParkPlatz 92,München,South,80331,Partner,294512,1,2022-09-14
ACC010997,Lars Trub,10997,Kleingewerbe,Energy,MondAllee 117,Berlin,East,10115,Interessent,4043575,5,2021-10-10
ACC010998,Goran Rose,10998,Privatkunde,Energy,HeideRing 136,München,South,80331,Partner,353902,1,2022-01-09
ACC010999,Dipl.-Ing. Anni Kade B.Eng.,10999,Kleingewerbe,Energy,SchillerStraße 74,Hamburg,North,22453,Partner,653971,50,2020-11-10
ACC011000,Liliane Stiebitz,11000,Privatkunde,Energy,BahnhofRing 103,Jena,East,07743,Interessent,205361,1,2023-05-29
ACC011001,Raymund Segebahn,11001,Privatkunde,Energy,SchulGasse 148,Leipzig,East,04103,Partner,208869,1,2021-04-17
ACC011002,Maya Geisel-Ziegert,11002,Privatkunde,Energy,WaldStraße 106,Köln,West,50937,Kunde,375397,1,2020-03-04
ACC011003,Prof. Jacqueline Schmidtke B.Sc.,11003,Kleingewerbe,Energy,TalWeg 3,Wiesbaden,West,65183,Partner,2881077,25,2021-08-23
ACC011004,Ing. Kevin Dippel,11004,Privatkunde,Energy,HeidePlatz 129,Berlin,East,10243,Partner,237517,1,2021-11-13
ACC011005,Alan Trupp-Wagner,11005,Privatkunde,Energy,RathausWeg 55,Hannover,North,30159,Kunde,427014,1,2023-12-16
ACC011006,Wally Krein,11006,Kleingewerbe,Energy,TannenRing 112,Troisdorf,West,53840,Partner,1618917,5,2022-05-06
ACC011007,Dipl.-Ing. Dennis Drub MBA.,11007,Privatkunde,Energy,BrunnenRing 29,Frankfurt am Main,West,60594,Partner,102362,1,2023-03-31
ACC011008,Univ.Prof. Xaver Kuhl,11008,Kleingewerbe,Energy,RosenPlatz 98,Berlin,East,13187,Partner,4178382,10,2023-09-02
ACC011009,Mirjana Barkholz-Hande,11009,Privatkunde,Energy,MarktPlatz 15,Freising,South,85354,Interessent,415284,1,2020-02-17
ACC011010,Donald Junitz-Pergande,11010,Privatkunde,Energy,RathausPlatz 124,Meißen,East,01662,Interessent,175399,1,2021-01-13
ACC011011,Briemer Renner e.V.,11011,Kleingewerbe,Energy,BirkenPlatz 14,Gersthofen,South,86368,Interessent,1760620,100,2021-11-12
ACC011012,Diethard Scholz,11012,Privatkunde,Energy,MondWeg 110,Karlsruhe,South,76227,Kunde,231630,1,2023-01-19
ACC011013,Gertrude Sorgatz,11013,Privatkunde,Energy,BlumenGasse 43,Hamburg,North,20357,Partner,159845,1,2023-12-13
ACC011014,Schäfer,11014,Kleingewerbe,Energy,GoetheWeg 77,Berlin,East,13353,Interessent,1347648,25,2021-03-30
ACC011015,Noack,11015,Gewerbekunde,Energy,EichenRing 109,Köln,West,50667,Interessent,3468897,25,2023-01-24
ACC011016,Pascale Heidrich MBA.,11016,Privatkunde,Energy,LindenPlatz 100,Offenbach am Main,West,63065,Interessent,59453,1,2022-08-08
ACC011017,Kurt Klemt MBA.,11017,Privatkunde,Energy,BlumenWeg 124,Oldenburg,North,26122,Interessent,315856,1,2021-05-21
ACC011018,Olivia Kensy,11018,Privatkunde,Energy,BergWeg 114,Lauf an der Pegnitz,South,91207,Interessent,214558,1,2022-09-15
ACC011019,Karl-Peter Seidel,11019,Privatkunde,Energy,BergGasse 50,Berlin,East,10115,Interessent,61804,1,2023-12-04
ACC011020,Ferdinand Ullrich-Metz,11020,Kleingewerbe,Energy,SchillerAllee 110,Reutlingen,South,72764,Partner,2365991,5,2023-04-20
ACC011021,Marit Caspar,11021,Kleingewerbe,Energy,SonnenRing 144,Hildesheim,North,31134,Kunde,4414661,5,2021-01-09
ACC011022,Anton Nerger,11022,Kleingewerbe,Energy,BrunnenWeg 76,Düsseldorf,West,40589,Interessent,1806796,25,2022-03-06
ACC011023,Hans-Michael Mielcarek B.Sc.,11023,Privatkunde,Energy,RosenWeg 115,Halle,East,06110,Partner,113753,1,2022-10-25
ACC011024,Norman Radisch MBA.,11024,Privatkunde,Energy,WiesenGasse 64,Tübingen,South,72070,Interessent,233913,1,2023-11-07
ACC011025,Wolf-Rüdiger Klapp-Kroker,11025,Privatkunde,Energy,MozartPlatz 85,Dortmund,West,44263,Kunde,458245,1,2023-09-08
ACC011026,Sofie Löwer B.Sc.,11026,Privatkunde,Energy,ParkPlatz 95,Hannover,North,30159,Interessent,89221,1,2023-04-12
ACC011027,Daniele Knappe,11027,Privatkunde,Energy,SchulGasse 14,Berlin,East,12555,Kunde,143675,1,2023-07-18
ACC011028,Monique Fritsch,11028,Privatkunde,Energy,SchulAllee 81,Sonthofen,South,87527,Interessent,281255,1,2023-10-20
ACC011029,Edwin Becker B.Sc.,11029,Privatkunde,Energy,ParkStraße 19,Bergheim,West,50126,Kunde,218768,1,2023-02-18
ACC011030,Hans-Albert Kuhl,11030,Privatkunde,Energy,BergPlatz 29,Berlin,East,12043,Interessent,318467,1,2022-09-20
ACC011031,Herr Pedro Pergande B.A.,11031,Privatkunde,Energy,SchulStraße 53,Frankfurt am Main,West,60311,Kunde,193008,1,2020-07-07
ACC011032,Univ.Prof. Felix Schwital,11032,Privatkunde,Energy,BeethovenAllee 40,Pirna,East,01796,Interessent,421338,1,2021-03-02
ACC011033,Jens-Peter Mosemann-Hauffer,11033,Privatkunde,Energy,TannenWeg 140,Düsseldorf,West,40477,Interessent,179490,1,2023-08-03
ACC011034,Herr Alois Mühle,11034,Privatkunde,Energy,HeideGasse 119,Tübingen,South,72070,Interessent,116655,1,2023-11-13
ACC011035,Attila Geißler MBA.,11035,Privatkunde,Energy,WiesenWeg 142,München,South,81669,Partner,46713,1,2023-09-24
ACC011036,Univ.Prof. Heinrich Kitzmann B.Eng.,11036,Privatkunde,Energy,BahnhofStraße 73,Bergheim,West,50126,Partner,126550,1,2022-11-12
ACC011037,Carin Gorlitz,11037,Privatkunde,Energy,BeethovenWeg 124,Hamburg,North,22143,Interessent,168930,1,2022-05-15
ACC011038,Hubertus Eimer,11038,Privatkunde,Energy,MondRing 98,Berlin,East,10405,Kunde,87909,1,2020-01-14
ACC011039,Anton Schönland,11039,Privatkunde,Energy,HauptStraße 22,Gelsenkirchen,West,45879,Interessent,323753,1,2022-04-08
ACC011040,Sieglinde Barkholz B.Eng.,11040,Privatkunde,Energy,KirchStraße 21,Offenbach am Main,West,63065,Kunde,105024,1,2020-03-06
ACC011041,Jörgen Mude-Herrmann,11041,Privatkunde,Energy,BergStraße 140,Nürnberg,South,90402,Kunde,408416,1,2022-02-01
ACC011042,Bohnbach,11042,Gewerbekunde,Energy,BahnhofPlatz 103,Berlin,East,14052,Partner,263577,5,2021-12-19
ACC011043,Univ.Prof. Milica Fritsch,11043,Privatkunde,Energy,WiesenPlatz 123,Berlin,East,12043,Kunde,130441,1,2020-06-08
ACC011044,Prof. Mathilde Löwer B.A.,11044,Privatkunde,Energy,RathausStraße 11,Berlin,East,10405,Kunde,497709,1,2023-08-04
ACC011045,Gabriella Bolzmann-Franke,11045,Privatkunde,Energy,BergStraße 7,Dortmund,West,44263,Partner,377843,1,2021-02-23
ACC011046,Wähner,11046,Gewerbekunde,Energy,SeeWeg 127,Delmenhorst,North,27749,Kunde,2074923,10,2020-03-04
ACC011047,Gisa Kabus,11047,Privatkunde,Energy,SchillerStraße 128,Dortmund,West,44135,Interessent,204990,1,2022-12-10
ACC011048,Miroslav Trüb,11048,Privatkunde,Energy,TalStraße 99,Berlin,East,12555,Kunde,146842,1,2020-09-19
ACC011049,Albert Knappe,11049,Privatkunde,Energy,SchillerPlatz 85,München,South,80331,Kunde,377667,1,2022-10-18
ACC011050,Alexej Pieper,11050,Privatkunde,Energy,ParkWeg 27,Kempten,South,87435,Interessent,198760,1,2022-07-14
ACC011051,Lorenz Jähn,11051,Privatkunde,Energy,HauptRing 54,Bamberg,South,96047,Kunde,88278,1,2020-09-25
ACC011052,Meta Eckbauer,11052,Kleingewerbe,Energy,BeethovenStraße 14,Bayreuth,South,95444,Interessent,623124,10,2020-08-26
ACC011053,Losekann AG & Co. KGaA,11053,Gewerbekunde,Energy,KirchStraße 28,Berlin,East,12043,Partner,709636,10,2021-03-28
ACC011054,Täsche AG,11054,Gewerbekunde,Energy,BahnhofGasse 84,Weimar,East,99423,Partner,708877,50,2023-11-06
ACC011055,Eggert Linke,11055,Privatkunde,Energy,EichenWeg 91,Verden,North,27283,Kunde,1828,1,2020-01-09
ACC011056,Henner Eimer,11056,Kleingewerbe,Energy,SeeWeg 54,Erlangen,South,91054,Kunde,3540023,25,2020-05-16
ACC011057,Ernst-Otto Jungfer-Bender,11057,Kleingewerbe,Energy,HauptWeg 85,München,South,80539,Partner,1182992,10,2023-09-22
ACC011058,Petar Sölzer-Radisch,11058,Kleingewerbe,Energy,MarktGasse 19,Gelsenkirchen,West,45879,Interessent,490760,50,2023-08-11
ACC011059,Adler Stiftung & Co. KG,11059,Gewerbekunde,Energy,BlumenRing 4,Stuttgart,South,70563,Partner,3425735,5,2022-04-23
ACC011060,Mesut Heydrich B.A.,11060,Privatkunde,Energy,SonnenAllee 77,Hamburg,North,22453,Partner,7649,1,2023-06-13
ACC011061,Cäcilia Mielcarek,11061,Privatkunde,Energy,WaldStraße 31,Köln,West,51065,Partner,312817,1,2023-02-22
ACC011062,Rosalia Haase,11062,Kleingewerbe,Energy,BlumenRing 125,Hamburg,North,22041,Partner,4487194,25,2023-07-29
ACC011063,Heinz-Joachim Winkler,11063,Privatkunde,Energy,LindenWeg 75,Langen,West,63225,Kunde,3952,1,2020-09-27
ACC011064,Silvester Rörricht-Becker,11064,Privatkunde,Energy,WiesenPlatz 132,Berlin,East,10623,Interessent,342990,1,2023-11-25
ACC011065,Sören Lindau,11065,Privatkunde,Energy,GoetheRing 12,Bayreuth,South,95444,Partner,9364,1,2020-05-06
ACC011066,Kruschwitz,11066,Gewerbekunde,Energy,LindenPlatz 55,Garching,South,85748,Interessent,4928046,10,2021-02-09
ACC011067,Herr Heimo Zirme MBA.,11067,Privatkunde,Energy,BahnhofWeg 63,Bonn,West,53225,Kunde,186253,1,2021-10-14
ACC011068,Semra Römer-Mühle,11068,Privatkunde,Energy,HeideStraße 102,Hannover,North,30449,Partner,120574,1,2022-08-18
ACC011069,Aenne Hering,11069,Privatkunde,Energy,RosenAllee 116,Esslingen,South,73728,Kunde,49192,1,2023-06-15
ACC011070,Stavros Ackermann B.Eng.,11070,Privatkunde,Energy,KirchWeg 4,Berlin,East,10623,Kunde,419006,1,2022-07-13
ACC011071,Erna Herrmann,11071,Kleingewerbe,Energy,SchulWeg 48,Stuttgart,South,70563,Partner,1138663,50,2023-01-04
ACC011072,Bähr GmbH,11072,Kleingewerbe,Energy,SchulWeg 133,Delmenhorst,North,27749,Partner,2012636,5,2020-08-05
ACC011073,Heinz-Josef Kreusel,11073,Privatkunde,Energy,HauptStraße 126,Köln,West,50937,Kunde,321914,1,2021-04-29
ACC011074,Leyla Mohaupt,11074,Privatkunde,Energy,EichenRing 68,Nürnberg,South,90491,Kunde,243876,1,2022-08-28
ACC011075,Becker OHG mbH,11075,Kleingewerbe,Energy,SchulRing 146,Osnabrück,North,49074,Kunde,1432689,50,2022-05-12
ACC011076,Evelin Zorbach,11076,Privatkunde,Energy,SeeGasse 135,Delmenhorst,North,27749,Partner,19695,1,2023-02-03
ACC011077,Korinna Baum,11077,Privatkunde,Energy,BahnhofWeg 42,Berlin,East,12555,Interessent,232478,1,2022-11-20
ACC011078,Grzegorz Wagner,11078,Kleingewerbe,Energy,BeethovenStraße 55,Hamburg,North,20357,Partner,3518588,10,2023-08-25
ACC011079,Ioannis Lange,11079,Privatkunde,Energy,EichenWeg 10,Dortmund,West,44135,Kunde,99150,1,2022-09-01
ACC011080,Brunhilde Säuberlich,11080,Privatkunde,Energy,BeethovenRing 85,Hamburg,North,22453,Kunde,79011,1,2020-03-21
ACC011081,Univ.Prof. Christel Pohl,11081,Privatkunde,Energy,LindenGasse 1,Bad Vilbel,West,61118,Kunde,488728,1,2022-12-17
ACC011082,Klaus-Michael Ehlert,11082,Privatkunde,Energy,BeethovenStraße 116,Wuppertal,West,42103,Partner,394563,1,2023-08-07
ACC011083,Apollonia Drubin,11083,Privatkunde,Energy,TannenAllee 101,Frankfurt am Main,West,60311,Partner,224450,1,2023-03-13
ACC011084,Adolfine Junck,11084,Privatkunde,Energy,RathausGasse 42,Berlin,East,10243,Interessent,290891,1,2020-11-12
ACC011085,Mato Schmidtke,11085,Privatkunde,Energy,RosenAllee 60,Stuttgart,South,70376,Kunde,89711,1,2023-08-27
ACC011086,Prof. Leila Tröst,11086,Privatkunde,Energy,KirchRing 108,Köln,West,51065,Kunde,427725,1,2020-06-21
ACC011087,Frau Monja Ullrich,11087,Privatkunde,Energy,BlumenRing 126,Pullach,South,82049,Partner,4912,1,2020-02-23
ACC011088,Eberhardt GmbH,11088,Gewerbekunde,Energy,TannenWeg 118,Bad Vilbel,West,61118,Kunde,2766682,25,2022-07-14
ACC011089,Univ.Prof. Guenther Köhler,11089,Privatkunde,Energy,WiesenAllee 141,Berlin,East,13353,Partner,23151,1,2023-03-12
ACC011090,Univ.Prof. Evangelos Thies,11090,Gewerbekunde,Energy,MozartStraße 60,Dortmund,West,44135,Partner,1514998,10,2022-04-25
ACC011091,Eimer OHG mbH,11091,Kleingewerbe,Energy,HeideAllee 64,Hannover,North,30449,Partner,1109470,10,2022-10-13
ACC011092,Gotthilf Pärtzelt,11092,Privatkunde,Energy,WaldRing 121,Altötting,South,84503,Kunde,15199,1,2020-05-11
ACC011093,Henryk Seip MBA.,11093,Privatkunde,Energy,EichenGasse 52,Berlin,East,10785,Kunde,122409,1,2023-02-27
ACC011094,Edeltraud Killer,11094,Privatkunde,Energy,BirkenWeg 138,Weimar,East,99423,Kunde,25888,1,2021-09-26
ACC011095,Weimer Bohlander Stiftung & Co. KG,11095,Kleingewerbe,Energy,WiesenRing 94,Hamburg,North,20095,Interessent,4833154,10,2021-02-01
ACC011096,Jennifer Ladeck,11096,Privatkunde,Energy,BergAllee 39,Bad Vilbel,West,61118,Kunde,488965,1,2020-01-31
ACC011097,Ing. Peter Stiffel,11097,Privatkunde,Energy,GoethePlatz 69,Rosenheim,South,83022,Kunde,112028,1,2023-09-18
ACC011098,Korbinian Knappe B.Sc.,11098,Privatkunde,Energy,KirchAllee 146,Bremerhaven,North,27570,Kunde,456132,1,2020-06-14
ACC011099,Aziz Drub,11099,Privatkunde,Energy,BahnhofWeg 35,Hamburg,North,21029,Partner,493864,1,2021-09-06
ACC011100,Peggy Freudenberger,11100,Privatkunde,Energy,KirchGasse 11,Achim,North,28832,Partner,43464,1,2020-04-28
ACC011101,Juncken Pechel OHG mbH,11101,Kleingewerbe,Energy,BeethovenWeg 93,Altenburg,East,04600,Kunde,1279687,100,2021-09-15
ACC011102,Dr. Irmhild Meister,11102,Privatkunde,Energy,RathausRing 139,Berlin,East,10115,Partner,240986,1,2020-03-29
ACC011103,Dipl.-Ing. Aloys Hartung,11103,Privatkunde,Energy,SonnenPlatz 53,Berlin,East,12347,Partner,256506,1,2020-05-25
ACC011104,Matthäi GbR,11104,Kleingewerbe,Energy,RathausWeg 110,Berlin,East,12347,Kunde,1106421,10,2020-12-20
